MLS #,City,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Date,Closing Date,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster,Price per SqFt
2492452,Raleigh,27617,3,4,1713,1,2007,2023-01-27,2023-02-23,325000,344000,27,19000,35.9034,-78.7447,0,200.81727962638647
2372579,Raleigh,27612,4,4,2360,1,2006,2021-03-17,2021-04-20,335000,354000,34,19000,35.852,-78.6841,0,150.0
2524260,Whitsett,27377,2,3,1121,1,2002,2023-07-19,2023-09-06,192000,211000,49,19000,36.033,-79.5972,4,188.22479928635147
2394083,Clayton,27527,3,3,1625,1,2018,2021-07-06,2021-08-12,249000,268000,37,19000,35.6577,-78.3837,3,164.92307692307693
2390390,Raleigh,27613,3,3,1619,1,2003,2021-06-17,2021-08-02,349000,368000,46,19000,35.8949,-78.7051,0,227.3008029647931
2397942,Raleigh,27610,3,3,1146,1,2000,2021-07-26,2021-09-20,188000,207000,56,19000,35.7667,-78.6008,0,180.6282722513089
10018593,Raleigh,27613,3,3,1442,1,2004,2024-03-22,2024-04-19,330000,349000,28,19000,35.8949,-78.7051,0,242.0249653259362
2506300,Durham,27713,2,3,1202,1,1985,2023-04-20,2023-05-08,289000,308000,18,19000,35.9112,-78.9178,1,256.2396006655574
2373800,Raleigh,27614,4,3,2210,1,2004,2021-03-24,2021-04-13,282000,301000,20,19000,35.9457,-78.6433,0,136.19909502262445
2393704,Durham,27713,3,3,1508,1,1992,2021-07-03,2021-08-11,282000,301000,39,19000,35.9112,-78.9178,1,199.6021220159151
2384625,Raleigh,27607,3,3,1430,1,1974,2021-05-19,2021-06-17,289000,308000,29,19000,35.8014,-78.6877,0,215.3846153846154
2376683,Chapel Hill,27517,2,2,959,1,1984,2021-04-08,2021-04-16,175000,194000,8,19000,35.9182,-79.0035,1,202.29405630865486
2405486,Durham,27701,3,4,2781,1,2021,2021-06-08,2022-01-03,1100000,1118935,209,18935,35.9967,-78.8966,1,402.34987414599067
2438095,Raleigh,27615,2,2,1147,1,1984,2022-03-23,2022-05-03,250000,268888,41,18888,35.8887,-78.6393,0,234.42720139494332
2402162,Cary,27513,2,2,1091,1,1985,2021-08-17,2021-09-23,225000,243800,37,18800,35.7956,-78.7941,2,223.4647112740605
2465719,Raleigh,27616,3,4,1733,1,2022,2022-04-21,2022-08-31,394740,413495,132,18755,35.8673,-78.5381,0,238.600692440854
2533766,Wendell,27591,3,3,1784,1,2023,2023-09-22,2024-04-05,324990,343690,196,18700,35.798,-78.3926,3,192.65134529147983
10022094,Cary,27519,4,3,2229,1,2019,2024-04-10,2024-05-17,600000,618700,37,18700,35.8072,-78.887,1,277.5684163301929
2442135,Raleigh,27603,3,3,1638,1,2008,2022-04-12,2022-06-01,275000,293700,50,18700,35.7076,-78.6563,2,179.3040293040293
2377615,Cary,27511,2,3,1259,1,1986,2021-04-14,2021-06-23,250000,268700,70,18700,35.7641,-78.7786,2,213.42335186656075
2403325,Durham,27703,3,3,1924,1,2021,2021-08-17,2022-03-16,377715,396407,211,18692,35.9781,-78.8439,1,206.0327442827443
2357173,Durham,27703,3,3,1520,1,2006,2020-12-09,2021-01-28,200000,218630,50,18630,35.9781,-78.8439,1,143.83552631578948
2402635,Raleigh,27614,3,3,2024,1,2003,2021-08-19,2021-10-22,300000,318600,64,18600,35.9457,-78.6433,0,157.41106719367588
2409951,Morrisville,27560,2,4,1937,1,2002,2021-09-25,2021-10-25,349900,368500,30,18600,35.8344,-78.8466,1,190.24264326277748
2448318,Raleigh,27603,3,3,1916,1,2009,2022-05-11,2022-07-25,374900,393500,75,18600,35.7076,-78.6563,2,205.3757828810021
2389867,Durham,27701,2,3,1777,1,2021,2020-09-22,2022-01-06,549000,567550,471,18550,35.9967,-78.8966,1,319.3866066404052
2441239,Morrisville,27560,3,3,1527,1,2004,2022-04-07,2022-05-10,387500,406000,33,18500,35.8344,-78.8466,1,265.8808120497708
2378551,Durham,27703,3,3,2199,1,2019,2021-04-19,2021-06-04,412500,431000,46,18500,35.9781,-78.8439,1,195.9981809913597
2370575,Raleigh,27616,2,3,1582,1,2008,2021-03-06,2021-04-08,227500,246000,33,18500,35.8673,-78.5381,0,155.49936788874842
2458466,Cary,27511,2,2,1024,1,1986,2022-06-25,2022-08-04,250000,268500,40,18500,35.7641,-78.7786,2,262.20703125
2393293,Raleigh,27609,3,2,1885,1,1985,2021-07-01,2021-08-05,271500,290000,35,18500,35.848,-78.6317,0,153.84615384615384
2393294,Raleigh,27616,2,2,1164,1,1984,2021-07-01,2021-09-07,150000,168500,68,18500,35.8673,-78.5381,0,144.7594501718213
2276270,Durham,27701,2,4,1930,1,2020,2019-08-31,2022-01-10,644000,662335,863,18335,35.9967,-78.8966,1,343.17875647668393
2448860,Raleigh,27609,3,3,1687,1,1981,2022-05-13,2022-06-06,315000,333333,24,18333,35.848,-78.6317,0,197.58921161825725
2377379,Raleigh,27613,2,3,1459,1,2005,2021-04-13,2021-06-01,250000,268321,49,18321,35.8949,-78.7051,0,183.9074708704592
2435084,Graham,27253,2,2,1395,1,2006,2022-03-07,2022-04-08,224900,243200,32,18300,36.031,-79.3814,4,174.336917562724
2412716,Durham,27703,3,3,1924,1,2022,2021-10-09,2022-05-24,379715,398000,227,18285,35.9781,-78.8439,1,206.86070686070687
2413681,Raleigh,27616,3,3,1924,1,2021,2021-09-15,2021-11-23,362750,381000,69,18250,35.8673,-78.5381,0,198.02494802494803
2394765,Durham,27713,2,2,1015,1,1984,2021-07-09,2021-08-13,225000,243243,35,18243,35.9112,-78.9178,1,239.64827586206897
2431190,Apex,27502,4,4,2068,1,2022,2022-02-10,2022-10-19,473350,491500,251,18150,35.7225,-78.8408,2,237.66924564796906
2372362,Raleigh,27606,3,3,2230,1,2021,2021-03-16,2022-08-26,424900,443049,528,18149,35.7645,-78.7112,2,198.67668161434977
2453326,Apex,27502,3,3,1536,1,2018,2022-06-02,2022-07-14,389000,407100,42,18100,35.7225,-78.8408,2,265.0390625
2443580,Raleigh,27613,2,2,1300,1,1991,2022-04-20,2022-05-18,339900,358000,28,18100,35.8949,-78.7051,0,275.38461538461536
2428647,Cary,27519,1,2,1111,1,2004,2022-01-27,2022-03-03,234900,253000,35,18100,35.8072,-78.887,1,227.72277227722773
2378114,Raleigh,27612,2,3,1441,1,2013,2021-04-16,2021-05-14,262900,281000,28,18100,35.852,-78.6841,0,195.00346981263013
2517854,Wake Forest,27587,2,3,1358,1,1988,2023-06-22,2023-07-27,249900,268000,35,18100,35.9815,-78.5392,0,197.34904270986746
2394969,Morrisville,27560,3,3,1701,1,2010,2021-07-09,2021-09-07,322900,341000,60,18100,35.8344,-78.8466,1,200.4703115814227
2396546,Durham,27713,2,3,1118,1,2003,2021-07-19,2021-08-30,255000,273100,42,18100,35.9112,-78.9178,1,244.27549194991056
2382170,Raleigh,27613,3,3,1972,1,2002,2021-05-06,2021-06-14,339900,358000,39,18100,35.8949,-78.7051,0,181.54158215010142
2497773,Apex,27523,3,4,2739,1,2015,2023-03-03,2023-04-06,499900,518000,34,18100,35.7225,-78.8408,2,189.1201168309602
2513675,Durham,27713,3,3,1783,1,1992,2023-05-31,2023-07-07,389900,408000,37,18100,35.9112,-78.9178,1,228.82781828379137
2421971,Creedmoor,27522,2,3,1251,1,2005,2021-12-04,2022-01-12,199900,218000,39,18100,36.1224,-78.6861,0,174.26059152677857
2462162,Chapel Hill,27517,3,4,1658,1,1984,2022-07-14,2022-08-17,369900,388000,34,18100,35.9182,-79.0035,1,234.01688781664657
2493243,Raleigh,27612,3,3,1691,1,2006,2023-02-02,2023-02-28,374900,393000,26,18100,35.852,-78.6841,0,232.40685984624483
2410733,Raleigh,27614,3,3,1750,1,2006,2021-09-30,2021-10-25,235000,253100,25,18100,35.9457,-78.6433,0,144.62857142857143
2506270,Morrisville,27560,3,3,2753,1,1999,2023-04-20,2023-06-01,579900,598000,42,18100,35.8344,-78.8466,1,217.21758082092262
2397101,Apex,27502,3,3,2012,1,2007,2021-07-21,2021-08-02,319900,338000,12,18100,35.7225,-78.8408,2,167.99204771371768
2422707,Fuquay Varina,27526,3,3,1977,1,2021,2021-12-10,2022-01-10,375000,393100,31,18100,35.58,-78.7908,2,198.83662114314617
2502363,Durham,27713,2,3,1540,1,1985,2023-03-30,2023-05-22,349900,368000,53,18100,35.9112,-78.9178,1,238.96103896103895
2364874,Apex,27502,3,3,1445,1,2013,2021-02-03,2021-03-18,255000,273037,43,18037,35.7225,-78.8408,2,188.95294117647057
2503331,Apex,27502,4,3,2321,1,2023,2023-04-04,2023-10-23,532975,551000,202,18025,35.7225,-78.8408,2,237.39767341663077
2510107,Clayton,27520,2,3,1126,1,1999,2023-05-10,2023-06-16,199990,218000,37,18010,35.6348,-78.451,3,193.6056838365897
2395282,Raleigh,27616,3,3,1464,1,2003,2021-07-12,2021-09-01,220000,238000,51,18000,35.8673,-78.5381,0,162.56830601092895
2370019,Durham,27713,2,3,1656,1,2006,2021-03-03,2021-04-15,225000,243000,43,18000,35.9112,-78.9178,1,146.7391304347826
2403465,Cary,27519,4,4,2050,1,2006,2021-08-23,2021-09-09,350000,368000,17,18000,35.8072,-78.887,1,179.5121951219512
2514922,Raleigh,27606,2,3,1303,1,2005,2023-06-07,2023-07-12,300000,318000,35,18000,35.7645,-78.7112,2,244.05218726016884
2451835,Raleigh,27612,2,3,1695,1,2009,2022-05-26,2022-07-22,350000,368000,57,18000,35.852,-78.6841,0,217.10914454277287
2368472,Burlington,27215,3,3,1637,1,2018,2021-02-24,2021-03-30,190000,208000,34,18000,36.0318,-79.4889,4,127.06169822846671
2527290,Raleigh,27609,3,4,2548,1,2018,2023-08-16,2023-09-25,550000,568000,40,18000,35.848,-78.6317,0,222.91993720565148
2436075,Raleigh,27610,3,3,1695,1,2005,2022-03-12,2022-04-29,235000,253000,48,18000,35.7667,-78.6008,0,149.26253687315634
2371894,Durham,27703,3,3,1683,1,2015,2021-03-12,2021-04-27,280000,298000,46,18000,35.9781,-78.8439,1,177.0647653000594
2455042,Durham,27704,2,3,1239,1,2004,2022-06-10,2022-06-28,247000,265000,18,18000,36.0383,-78.8764,1,213.8821630347054
2386556,Raleigh,27610,3,3,1554,1,2006,2021-05-28,2021-07-14,225000,243000,47,18000,35.7667,-78.6008,0,156.37065637065638
2497932,Raleigh,27603,2,2,951,1,1993,2023-03-03,2023-03-30,185000,203000,27,18000,35.7076,-78.6563,2,213.45951629863302
2513928,Durham,27703,3,3,1258,1,2004,2023-06-01,2023-06-22,289000,307000,21,18000,35.9781,-78.8439,1,244.0381558028617
2507413,Raleigh,27612,3,4,1592,1,2008,2023-04-27,2023-05-31,350000,368000,34,18000,35.852,-78.6841,0,231.15577889447235
2427976,Raleigh,27615,2,3,1200,1,1985,2022-01-21,2022-02-28,232000,250000,38,18000,35.8887,-78.6393,0,208.33333333333334
2382183,Raleigh,27609,2,2,1132,1,1984,2021-05-06,2021-05-26,239000,257000,20,18000,35.848,-78.6317,0,227.03180212014135
2411965,Morrisville,27560,3,3,1729,1,2011,2021-10-06,2021-12-28,300000,318000,83,18000,35.8344,-78.8466,1,183.92134181607867
2381172,Raleigh,27606,3,2,1160,1,1985,2021-05-01,2021-06-02,215000,233000,32,18000,35.7645,-78.7112,2,200.86206896551724
2394980,Raleigh,27603,3,3,2112,1,2007,2021-07-10,2021-08-30,344900,362900,51,18000,35.7076,-78.6563,2,171.8276515151515
2397315,Carrboro,27510,2,3,990,1,1985,2021-07-22,2021-09-07,172000,190000,47,18000,35.9055,-79.0901,1,191.91919191919192
2506113,Durham,27713,3,3,1662,1,2002,2023-04-20,2023-06-09,343000,361000,50,18000,35.9112,-78.9178,1,217.20818291215403
2371871,Morrisville,27560,3,3,1479,1,2000,2021-03-12,2021-04-08,250000,268000,27,18000,35.8344,-78.8466,1,181.20351588911427
2457525,Durham,27705,2,2,1280,1,1982,2022-06-21,2022-07-27,240000,258000,36,18000,36.0218,-78.9478,1,201.5625
2369048,Wake Forest,27587,3,3,1855,1,2008,2021-02-26,2021-04-06,255000,273000,39,18000,35.9815,-78.5392,0,147.16981132075472
2436283,Clayton,27527,3,3,2262,1,2021,2022-03-14,2022-05-10,360000,378000,57,18000,35.6577,-78.3837,3,167.10875331564986
2424761,Raleigh,27606,2,3,1422,1,2005,2021-12-29,2022-02-14,275000,293000,47,18000,35.7645,-78.7112,2,206.0478199718706
2385741,Clayton,27527,2,2,1127,1,2009,2021-05-25,2021-06-16,175000,193000,22,18000,35.6577,-78.3837,3,171.25110913930789
2434215,Durham,27713,3,3,1678,1,2001,2022-03-02,2022-03-21,374500,392500,19,18000,35.9112,-78.9178,1,233.9094159713945
2393585,Raleigh,27613,2,4,1937,1,2001,2021-07-02,2021-07-22,292000,310000,20,18000,35.8949,-78.7051,0,160.04130098089828
2510198,Raleigh,27613,3,3,1809,1,2006,2023-05-11,2023-06-20,400000,418000,40,18000,35.8949,-78.7051,0,231.0668877833057
2420928,Durham,27703,3,3,1780,1,2022,2021-11-28,2022-07-15,352490,370490,229,18000,35.9781,-78.8439,1,208.14044943820224
2400523,Durham,27713,3,3,1686,1,2000,2021-08-08,2021-09-13,253000,271000,36,18000,35.9112,-78.9178,1,160.73546856465006
2376234,Morrisville,27560,3,3,2057,1,2011,2021-04-07,2021-05-10,352000,370000,33,18000,35.8344,-78.8466,1,179.87360233349537
2500988,Raleigh,27615,3,3,1326,1,2000,2023-03-22,2023-04-25,298000,316000,34,18000,35.8887,-78.6393,0,238.3107088989442
2431305,Garner,27529,3,3,2158,2,2017,2022-02-14,2022-03-16,375000,393000,30,18000,35.6813,-78.5975,0,182.11306765523634
2460884,Raleigh,27606,3,3,1748,1,2012,2022-07-08,2022-08-05,387000,405000,28,18000,35.7645,-78.7112,2,231.6933638443936
2377773,Raleigh,27612,3,3,1623,1,2007,2021-04-15,2021-06-04,300000,318000,50,18000,35.852,-78.6841,0,195.93345656192236
10018206,Durham,27707,3,3,2457,1,2021,2024-03-20,2024-04-15,457000,475000,26,18000,35.9631,-78.9315,1,193.3251933251933
2365100,Durham,27713,3,4,1855,1,2006,2021-02-04,2021-03-08,245000,263000,32,18000,35.9112,-78.9178,1,141.7789757412399
2413225,Pittsboro,27312,2,2,2357,1,1999,2021-10-12,2021-12-08,442000,460000,57,18000,35.7694,-79.1755,1,195.1633432329232
2362615,Raleigh,27616,3,3,1508,1,2006,2021-01-20,2021-03-25,200000,218000,64,18000,35.8673,-78.5381,0,144.56233421750665
2531907,Raleigh,27613,3,3,1590,1,1983,2023-09-13,2023-10-17,347000,365000,34,18000,35.8949,-78.7051,0,229.55974842767296
2373995,Raleigh,27614,3,3,2381,1,2002,2021-03-25,2021-04-28,290000,308000,34,18000,35.9457,-78.6433,0,129.35741285174296
2435570,Raleigh,27609,3,2,1587,1,1980,2022-03-09,2022-04-27,275000,293000,49,18000,35.848,-78.6317,0,184.62507876496534
2374967,Durham,27713,3,3,1610,1,2017,2021-03-31,2021-04-23,289000,307000,23,18000,35.9112,-78.9178,1,190.6832298136646
2397296,Raleigh,27606,2,3,1582,1,2007,2021-07-22,2021-08-23,297000,315000,32,18000,35.7645,-78.7112,2,199.1150442477876
2398939,Clayton,27520,3,3,1342,2,2006,2021-07-30,2021-08-25,185000,203000,26,18000,35.6348,-78.451,3,151.2667660208644
2376891,Raleigh,27612,3,4,1833,1,2007,2021-04-09,2021-05-28,269000,287000,49,18000,35.852,-78.6841,0,156.57392253136933
2398075,Raleigh,27606,2,3,1438,1,2002,2021-07-27,2021-09-09,287000,305000,44,18000,35.7645,-78.7112,2,212.1001390820584
2363660,Raleigh,27612,4,3,1863,1,1982,2021-01-27,2021-03-02,248000,266000,34,18000,35.852,-78.6841,0,142.78046162104133
2393038,Morrisville,27560,4,3,2400,1,2017,2021-06-30,2021-08-19,485000,503000,50,18000,35.8344,-78.8466,1,209.58333333333334
2433716,High Point,27265,2,2,1236,1,2000,2022-02-27,2022-04-13,180000,198000,45,18000,36.0036,-80.0036,4,160.19417475728156
2429027,Raleigh,27616,4,4,2188,1,2022,2022-01-24,2022-08-05,406315,424275,193,17960,35.8673,-78.5381,0,193.9099634369287
2525238,Apex,27502,3,3,1990,1,2023,2023-08-04,2023-10-20,483165,501001,77,17836,35.7225,-78.8408,2,251.75929648241205
2360699,Fuquay Varina,27526,3,3,1691,1,2021,2021-01-08,2021-08-09,252995,270735,213,17740,35.58,-78.7908,2,160.10348905972796
2364594,Cary,27519,3,3,1970,1,2021,2021-02-02,2021-05-14,364180,381880,101,17700,35.8072,-78.887,1,193.8477157360406
2417570,Mebane,27302,3,3,2122,1,2022,2021-11-05,2022-05-31,319600,337230,207,17630,36.0979,-79.2719,4,158.92082940622055
2399155,Clayton,27527,3,4,2161,1,2006,2021-07-28,2021-10-18,288000,305616,82,17616,35.6577,-78.3837,3,141.42341508560853
2420247,Clayton,27520,2,2,1108,1,2006,2021-11-21,2022-01-12,209900,227500,52,17600,35.6348,-78.451,3,205.32490974729242
2418404,Raleigh,27603,3,3,1742,1,2009,2021-11-10,2021-12-17,317400,335000,37,17600,35.7076,-78.6563,2,192.30769230769232
2442193,Durham,27705,2,3,1228,1,1982,2022-04-13,2022-05-24,204900,222500,41,17600,36.0218,-78.9478,1,181.1889250814332
2448655,Durham,27713,3,3,1697,1,2001,2022-05-12,2022-07-07,369900,387500,56,17600,35.9112,-78.9178,1,228.34413671184444
2343172,Raleigh,27610,3,3,1476,1,2008,2020-09-16,2021-05-21,199900,217500,247,17600,35.7667,-78.6008,0,147.35772357723576
2366203,Raleigh,27615,3,3,1894,1,1991,2021-02-11,2021-03-12,339900,357500,29,17600,35.8887,-78.6393,0,188.75395987328406
2397594,Apex,27523,4,4,2765,1,2020,2021-07-23,2021-09-14,500000,517500,53,17500,35.7225,-78.8408,2,187.16094032549728
2383408,Raleigh,27612,2,3,1389,1,2016,2021-05-12,2021-06-16,280000,297500,35,17500,35.852,-78.6841,0,214.18286537077034
2436222,Durham,27705,3,3,1383,2,1975,2022-03-14,2022-03-30,220000,237500,16,17500,36.0218,-78.9478,1,171.72812725958062
2380082,Raleigh,27616,3,4,1866,1,2010,2021-04-26,2021-05-21,242500,260000,25,17500,35.8673,-78.5381,0,139.33547695605574
2391908,Raleigh,27613,3,3,2002,1,2003,2021-06-24,2021-07-28,350000,367500,34,17500,35.8949,-78.7051,0,183.56643356643357
2502386,Raleigh,27609,3,4,2020,1,1974,2023-03-30,2023-04-17,350000,367500,18,17500,35.848,-78.6317,0,181.93069306930693
2512107,Raleigh,27604,3,3,1528,1,1987,2023-05-20,2023-06-26,290000,307500,37,17500,35.8334,-78.5799,0,201.2434554973822
2374532,Holly Springs,27540,3,3,2285,1,2013,2021-03-27,2021-05-05,382500,400000,39,17500,35.6263,-78.8458,2,175.054704595186
2363214,Raleigh,27606,2,3,1370,1,2005,2021-01-25,2021-02-12,229000,246500,18,17500,35.7645,-78.7112,2,179.92700729927006
2421269,Durham,27713,2,2,1087,1,1984,2021-11-30,2022-01-24,245000,262500,55,17500,35.9112,-78.9178,1,241.49034038638453
2416183,Durham,27713,3,4,2383,1,2019,2021-10-28,2021-11-29,435000,452500,32,17500,35.9112,-78.9178,1,189.88669744020143
2507955,Raleigh,27617,4,4,2200,1,2009,2023-04-29,2023-06-15,465000,482500,47,17500,35.9034,-78.7447,0,219.3181818181818
2517339,Morrisville,27560,3,3,1502,1,1998,2023-06-20,2023-07-21,350000,367500,31,17500,35.8344,-78.8466,1,244.67376830892144
2382821,Raleigh,27604,2,3,1224,1,2000,2021-05-10,2021-06-23,225000,242500,44,17500,35.8334,-78.5799,0,198.12091503267973
2399280,Raleigh,27617,3,3,1532,1,2008,2021-08-01,2021-09-10,290000,307500,40,17500,35.9034,-78.7447,0,200.71801566579634
2508959,Durham,27713,2,3,1277,1,2011,2023-05-04,2023-06-05,270000,287500,32,17500,35.9112,-78.9178,1,225.13703993735317
2416597,Raleigh,27609,3,3,2063,1,1979,2021-10-30,2021-12-01,367500,385000,32,17500,35.848,-78.6317,0,186.62142510906446
2411919,Raleigh,27612,2,3,1262,1,2006,2021-10-06,2021-11-05,285000,302500,30,17500,35.852,-78.6841,0,239.6988906497623
2412259,Raleigh,27607,3,4,1944,1,2002,2021-10-07,2021-11-16,445000,462500,40,17500,35.8014,-78.6877,0,237.91152263374485
2399906,Knightdale,27545,3,3,1908,1,2003,2021-08-04,2021-09-08,240000,257500,35,17500,35.7789,-78.4898,0,134.958071278826
2373716,Raleigh,27614,3,3,1971,1,2003,2021-03-23,2021-05-13,295000,312500,51,17500,35.9457,-78.6433,0,158.54895991882293
2410461,Raleigh,27610,3,2,1274,1,1996,2021-09-28,2021-11-22,220000,237500,55,17500,35.7667,-78.6008,0,186.42072213500785
10011944,Raleigh,27604,3,4,1770,1,2020,2024-02-15,2024-03-15,690000,707500,29,17500,35.8334,-78.5799,0,399.71751412429376
2437474,Raleigh,27610,3,3,1770,1,2022,2022-03-15,2022-09-01,386740,404239,170,17499,35.7667,-78.6008,0,228.38361581920904
2409593,Raleigh,27615,3,4,1867,1,2011,2021-09-23,2021-11-04,289700,307000,42,17300,35.8887,-78.6393,0,164.43492233529727
2409108,Whitsett,27377,3,3,1400,1,2002,2021-09-21,2021-10-28,167000,184300,37,17300,36.033,-79.5972,4,131.64285714285714
2407888,Morrisville,27560,4,4,2405,1,2022,2021-09-15,2022-08-03,519250,536495,322,17245,35.8344,-78.8466,1,223.07484407484407
2404145,Durham,27713,3,4,1858,1,2021,2021-05-20,2021-11-29,369000,386201,193,17201,35.9112,-78.9178,1,207.8584499461787
2411691,Durham,27713,3,3,1352,1,2003,2021-10-04,2021-11-02,260000,277200,29,17200,35.9112,-78.9178,1,205.02958579881656
2326790,Durham,27707,3,4,2339,1,2020,2020-06-24,2021-01-08,301980,319129,198,17149,35.9631,-78.9315,1,136.4382214621633
2410934,Raleigh,27604,2,2,930,1,1981,2021-09-30,2021-11-12,174900,192000,43,17100,35.8334,-78.5799,0,206.4516129032258
2392786,Chapel Hill,27517,2,2,1074,1,1991,2021-06-29,2021-07-31,229900,247000,32,17100,35.9182,-79.0035,1,229.98137802607076
2430606,Durham,27713,2,3,1280,1,2006,2022-02-09,2022-03-21,264900,282000,40,17100,35.9112,-78.9178,1,220.3125
2529025,Cary,27519,3,3,1777,1,2006,2023-08-25,2023-09-26,399900,417000,32,17100,35.8072,-78.887,1,234.66516601012944
2388480,Cary,27513,3,3,1432,1,1981,2021-06-08,2021-07-27,229900,247000,49,17100,35.7956,-78.7941,2,172.48603351955308
2423759,Clayton,27527,3,3,1583,1,2018,2021-12-17,2022-02-01,268000,285100,46,17100,35.6577,-78.3837,3,180.10107391029692
2375918,Morrisville,27560,3,3,1447,1,1999,2021-04-06,2021-05-04,259900,277000,28,17100,35.8344,-78.8466,1,191.43054595715273
2382366,Raleigh,27612,2,2,1400,1,1980,2021-05-07,2021-06-14,192900,210000,38,17100,35.852,-78.6841,0,150.0
2377798,Raleigh,27603,2,3,1377,1,2010,2021-04-15,2021-05-19,254900,272000,34,17100,35.7076,-78.6563,2,197.53086419753086
2404893,Raleigh,27610,3,3,1893,1,2009,2021-08-31,2021-10-27,259900,277000,57,17100,35.7667,-78.6008,0,146.3285789751717
2411110,Raleigh,27615,3,3,3435,1,2003,2021-10-01,2021-11-18,599900,617000,48,17100,35.8887,-78.6393,0,179.62154294032024
2409500,Chapel Hill,27517,4,3,1996,1,2002,2021-09-23,2021-10-27,389900,407000,34,17100,35.9182,-79.0035,1,203.90781563126254
2384796,Cary,27513,4,3,2790,1,2006,2021-05-19,2021-06-25,389900,407000,37,17100,35.7956,-78.7941,2,145.87813620071685
2363262,Raleigh,27610,2,3,1206,1,2007,2021-01-25,2021-03-23,154900,172000,57,17100,35.7667,-78.6008,0,142.620232172471
2419712,Raleigh,27606,3,4,1374,1,2002,2021-11-18,2022-01-11,249900,267000,54,17100,35.7645,-78.7112,2,194.3231441048035
2361508,Raleigh,27612,2,3,1297,1,1985,2021-01-14,2021-02-09,199900,217000,26,17100,35.852,-78.6841,0,167.30917501927524
2367058,Raleigh,27616,3,3,1575,1,2008,2021-02-16,2021-03-31,225000,242100,43,17100,35.8673,-78.5381,0,153.71428571428572
2407261,Raleigh,27606,2,2,870,1,1984,2021-09-11,2021-10-28,169900,187000,47,17100,35.7645,-78.7112,2,214.94252873563218
2386461,Apex,27539,3,4,2011,1,2007,2021-05-28,2021-06-16,269900,287000,19,17100,35.7225,-78.8408,2,142.7150671307807
2364783,Durham,27707,2,2,1027,2,1989,2021-02-03,2021-02-16,149900,167000,13,17100,35.9631,-78.9315,1,162.6095423563778
2425318,Wake Forest,27587,3,3,1910,1,2008,2022-01-04,2022-02-16,330000,347100,43,17100,35.9815,-78.5392,0,181.72774869109946
2385961,Durham,27704,2,3,1556,2,2012,2021-05-26,2021-07-02,204900,222000,37,17100,36.0383,-78.8764,1,142.67352185089973
2508035,Apex,27502,4,3,2321,1,2023,2023-04-30,2023-09-29,537975,555000,152,17025,35.7225,-78.8408,2,239.12106850495476
2399711,Raleigh,27606,2,3,1304,1,2004,2021-08-04,2021-09-27,249000,266000,54,17000,35.7645,-78.7112,2,203.98773006134968
2377621,Durham,27713,2,3,1378,1,2005,2021-04-13,2021-05-27,243000,260000,44,17000,35.9112,-78.9178,1,188.67924528301887
2495183,Raleigh,27607,3,3,1500,1,1972,2023-02-15,2023-03-15,350000,367000,28,17000,35.8014,-78.6877,0,244.66666666666666
2391979,Raleigh,27606,2,2,1324,1,1989,2021-06-24,2021-07-28,260000,277000,34,17000,35.7645,-78.7112,2,209.21450151057402
2372072,Raleigh,27613,3,2,1338,1,1987,2021-03-15,2021-06-04,225000,242000,81,17000,35.8949,-78.7051,0,180.86696562032884
2375118,Raleigh,27609,3,4,2199,1,1979,2021-03-31,2021-05-04,229000,246000,34,17000,35.848,-78.6317,0,111.86903137789905
2386662,Raleigh,27610,3,3,1641,1,2015,2021-05-28,2021-06-29,230000,247000,32,17000,35.7667,-78.6008,0,150.51797684338817
2452862,Raleigh,27604,3,3,1615,1,1995,2022-06-02,2022-07-26,290000,307000,54,17000,35.8334,-78.5799,0,190.09287925696594
2406931,Raleigh,27603,2,3,1309,1,1987,2021-09-09,2021-10-06,235000,252000,27,17000,35.7076,-78.6563,2,192.5133689839572
2372326,Cary,27513,3,3,2418,1,2018,2021-03-16,2021-04-20,410000,427000,35,17000,35.7956,-78.7941,2,176.59222497932174
2413844,Raleigh,27610,3,3,1710,1,2005,2021-10-15,2021-12-09,235000,252000,55,17000,35.7667,-78.6008,0,147.3684210526316
2455878,Cary,27519,2,3,1992,1,2007,2022-06-15,2022-07-29,440000,457000,44,17000,35.8072,-78.887,1,229.41767068273091
2420332,Apex,27539,3,3,1936,1,2005,2021-11-22,2021-12-15,340000,357000,23,17000,35.7225,-78.8408,2,184.400826446281
2376363,Apex,27539,2,3,1578,1,2007,2021-04-07,2021-06-01,240000,257000,55,17000,35.7225,-78.8408,2,162.8643852978454
2376748,Apex,27502,3,3,1588,1,2003,2021-04-09,2021-05-17,240000,257000,38,17000,35.7225,-78.8408,2,161.83879093198993
2416470,Morrisville,27560,3,3,1789,1,2002,2021-10-29,2021-11-29,399000,416000,31,17000,35.8344,-78.8466,1,232.5321408608161
2418116,Knightdale,27545,3,3,1785,1,2005,2021-11-09,2021-12-15,270000,287000,36,17000,35.7789,-78.4898,0,160.7843137254902
2509407,Raleigh,27616,3,3,1316,1,1987,2023-05-07,2023-06-20,235000,252000,44,17000,35.8673,-78.5381,0,191.48936170212767
2380546,Hillsborough,27278,3,3,2028,3,2019,2021-04-28,2021-07-13,310000,327000,76,17000,36.0756,-79.0914,1,161.24260355029585
