Mortgage Rates,MLS #,City,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Date,Closing Date,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster
2.65,2358250,Elon,27244,3,2,1166,1,1986,2020-12-17,2021-01-07,180000,197500,21,17500,36.1029,-79.5067,0
2.65,2202465,Raleigh,27601,2,2,1251,1,2018,2018-07-09,2021-01-08,575500,587702,914,12202,35.7727,-78.6324,1
2.65,2170728,Raleigh,27601,2,2,1251,1,2018,2018-02-01,2021-01-08,535000,543546,1072,8546,35.7727,-78.6324,1
2.65,2175010,Cary,27511,2,2,1631,1,2019,2018-02-25,2021-01-05,450000,455904,1045,5904,35.7641,-78.7786,1
2.65,2355989,Raleigh,27609,2,2,942,1,1972,2020-12-02,2021-01-07,120000,125200,36,5200,35.848,-78.6317,3
2.65,2353501,Raleigh,27616,3,3,1622,1,2005,2020-11-13,2021-01-05,175000,178000,53,3000,35.8673,-78.5381,3
2.65,2202378,Cary,27511,2,2,1535,1,2018,2018-07-08,2021-01-07,441500,442909,914,1409,35.7641,-78.7786,1
2.65,2214749,Cary,27511,2,2,1631,1,2019,2018-09-14,2021-01-08,455000,455660,847,660,35.7641,-78.7786,1
2.65,2228380,Cary,27511,2,2,1535,1,2019,2018-12-17,2021-01-08,490000,490000,753,0,35.7641,-78.7786,1
2.65,2345029,Raleigh,27603,2,2,1260,1,2009,2020-09-25,2021-01-04,449900,449900,101,0,35.7076,-78.6563,1
2.65,2263333,Cary,27511,1,2,960,1,2019,2019-06-24,2021-01-08,335000,335000,564,0,35.7641,-78.7786,1
2.65,2356594,Cary,27511,2,2,1440,1,2001,2020-12-05,2021-01-07,330000,330000,33,0,35.7641,-78.7786,1
2.65,2187416,Cary,27511,2,2,1210,1,2018,2018-04-26,2021-01-06,395000,395000,986,0,35.7641,-78.7786,1
2.65,2356008,Durham,27701,1,1,600,1,1972,2020-12-02,2021-01-06,195000,195000,35,0,35.9967,-78.8966,2
2.65,2355339,Cary,27519,2,2,1633,1,2009,2020-11-25,2021-01-06,300000,300000,42,0,35.8072,-78.887,2
2.65,2352102,Raleigh,27605,1,1,500,1,1949,2020-11-04,2021-01-08,170000,170000,65,0,35.7908,-78.653,1
2.65,2343410,Raleigh,27603,3,3,1250,1,2002,2020-09-17,2021-01-04,159000,159000,109,0,35.7076,-78.6563,1
2.65,2351875,Cary,27513,2,2,1115,1,1989,2020-11-03,2021-01-06,169000,167500,64,-1500,35.7956,-78.7941,1
2.65,2341970,Durham,27713,2,2,1016,1,1986,2020-09-10,2021-01-08,149000,146500,120,-2500,35.9112,-78.9178,2
2.65,2356035,Chapel Hill,27517,2,2,921,1,1984,2020-12-02,2021-01-05,160000,156750,34,-3250,35.9182,-79.0035,2
2.65,2339382,Raleigh,27615,2,2,1080,1,1975,2020-08-26,2021-01-08,126900,123500,135,-3400,35.8887,-78.6393,3
2.65,2352292,Wake Forest,27587,2,2,1801,1,2014,2020-11-05,2021-01-07,335000,331500,63,-3500,35.9815,-78.5392,3
2.65,2354011,Raleigh,27615,2,2,1100,1,2003,2020-11-17,2021-01-08,207500,203000,52,-4500,35.8887,-78.6393,3
2.65,2354475,Durham,27701,1,1,576,6,1974,2020-11-19,2021-01-07,172000,167000,49,-5000,35.9967,-78.8966,2
2.65,2354882,Chapel Hill,27517,2,2,975,1,1988,2020-11-21,2021-01-07,170000,165000,47,-5000,35.9182,-79.0035,2
2.65,2351067,Chapel Hill,27514,3,2,1467,1,2002,2020-10-29,2021-01-04,294500,285500,67,-9000,35.9203,-79.0372,2
2.65,2353775,Chapel Hill,27516,3,3,1694,1,2009,2020-11-15,2021-01-05,285000,275000,51,-10000,35.9162,-79.0999,2
2.79,2179059,Raleigh,27601,2,2,1421,1,2018,2018-03-16,2021-01-14,661500,690003,1035,28503,35.7727,-78.6324,1
2.79,2181909,Raleigh,27601,3,3,1815,1,2018,2018-03-30,2021-01-15,935000,958039,1022,23039,35.7727,-78.6324,1
2.79,2199223,Raleigh,27601,1,1,903,1,2018,2018-06-20,2021-01-11,465000,480381,936,15381,35.7727,-78.6324,1
2.79,2314715,Raleigh,27605,3,3,2582,1,2020,2020-04-21,2021-01-15,950000,956890,269,6890,35.7908,-78.653,1
2.79,2354229,Raleigh,27604,3,4,1808,1,2016,2020-11-18,2021-01-13,334000,340000,56,6000,35.8334,-78.5799,3
2.79,2353166,Raleigh,27606,4,4,1391,1,2000,2020-11-11,2021-01-11,190000,196000,61,6000,35.7645,-78.7112,1
2.79,2355468,Durham,27713,1,1,692,1,1986,2020-11-27,2021-01-11,115000,120000,45,5000,35.9112,-78.9178,2
2.79,2356088,Raleigh,27601,2,2,1215,1,2000,2020-12-03,2021-01-15,365000,370000,43,5000,35.7727,-78.6324,1
2.79,2355206,Holly Springs,27540,1,2,750,1,2003,2020-11-24,2021-01-15,155000,158500,52,3500,35.6263,-78.8458,1
2.79,2357455,Raleigh,27603,2,2,1375,1,2005,2020-12-11,2021-01-12,489000,489000,32,0,35.7076,-78.6563,1
2.79,2357216,Durham,27703,3,2,1148,1,2006,2020-12-10,2021-01-15,185000,185000,36,0,35.9781,-78.8439,2
2.79,2355855,Raleigh,27615,3,3,1340,1,1983,2020-12-01,2021-01-15,171000,171000,45,0,35.8887,-78.6393,3
2.79,2317410,Raleigh,27603,2,2,1236,1,2008,2020-05-06,2021-01-12,344900,342500,251,-2400,35.7076,-78.6563,1
2.79,2337264,Raleigh,27616,2,2,923,1,1986,2020-08-14,2021-01-15,115000,110100,154,-4900,35.8673,-78.5381,3
2.79,2353191,Chapel Hill,27514,2,2,1263,1,2004,2020-11-11,2021-01-14,255000,243500,64,-11500,35.9203,-79.0372,2
2.79,2354946,Cary,27511,2,2,1084,1,1985,2020-11-22,2021-01-11,205000,186000,50,-19000,35.7641,-78.7786,1
2.79,2313064,Durham,27701,2,2,2020,1,2019,2020-04-10,2021-01-15,915000,895000,280,-20000,35.9967,-78.8966,2
2.77,2354529,Raleigh,27615,2,2,1008,1,1974,2020-11-19,2021-01-22,145000,158000,64,13000,35.8887,-78.6393,3
2.77,2358502,Raleigh,27609,2,2,1082,1,1972,2020-12-18,2021-01-20,125000,132500,33,7500,35.848,-78.6317,3
2.77,2349544,Raleigh,27606,2,2,1102,1,1972,2020-10-20,2021-01-21,99900,103318,93,3418,35.7645,-78.7112,1
2.77,2356640,Raleigh,27604,1,2,660,1,2004,2020-12-06,2021-01-21,159900,160000,46,100,35.8334,-78.5799,3
2.77,2352563,Chapel Hill,27517,2,2,929,1,2003,2020-11-06,2021-01-20,120000,120000,75,0,35.9182,-79.0035,2
2.77,2179367,Cary,27511,1,2,960,1,2019,2018-03-17,2021-01-22,337500,337500,1042,0,35.7641,-78.7786,1
2.77,2353222,Chapel Hill,27514,2,1,800,1,1967,2020-11-11,2021-01-22,94900,94900,72,0,35.9203,-79.0372,2
2.77,2324636,Chapel Hill,27514,1,1,575,1,1955,2020-06-12,2021-01-19,90000,90000,221,0,35.9203,-79.0372,2
2.77,2357167,Burlington,27215,3,2,1689,1,2006,2020-12-09,2021-01-19,165000,165000,41,0,36.0318,-79.4889,0
2.77,2318966,Raleigh,27610,2,1,655,1,1982,2020-05-14,2021-01-19,169900,169900,250,0,35.7667,-78.6008,1
2.77,2359617,Gibsonville,27249,2,2,1811,1,2013,2020-12-31,2021-01-22,300000,300000,22,0,36.1183,-79.5685,0
2.77,2349646,Raleigh,27610,2,1,773,1,1982,2020-10-21,2021-01-20,165000,164000,91,-1000,35.7667,-78.6008,1
2.77,2357816,Durham,27713,2,2,1243,1,1986,2020-12-14,2021-01-21,160000,158000,38,-2000,35.9112,-78.9178,2
2.77,2360140,Chapel Hill,27514,2,3,850,1,1984,2021-01-05,2021-01-22,89900,87500,17,-2400,35.9203,-79.0372,2
2.77,2355857,Wake Forest,27587,3,3,1662,1,1997,2020-11-30,2021-01-19,239900,237000,50,-2900,35.9815,-78.5392,3
2.77,2356126,Raleigh,27604,2,2,904,1,1981,2020-12-03,2021-01-22,106000,102000,50,-4000,35.8334,-78.5799,3
2.77,2342539,Carrboro,27510,2,1,760,1,1982,2020-09-12,2021-01-19,160000,155000,129,-5000,35.9055,-79.0901,2
2.77,2357026,Wake Forest,27587,3,2,1294,1,1918,2020-12-09,2021-01-20,230000,225000,42,-5000,35.9815,-78.5392,3
2.77,2348444,Durham,27703,2,2,1297,1,2008,2020-10-14,2021-01-20,250000,245000,98,-5000,35.9781,-78.8439,2
2.77,2352991,Raleigh,27603,2,2,1094,1,2008,2020-11-10,2021-01-20,378000,369000,71,-9000,35.7076,-78.6563,1
2.77,2359539,Raleigh,27612,2,2,1848,1,2006,2020-12-31,2021-01-22,399900,386250,22,-13650,35.852,-78.6841,3
2.77,2350496,Raleigh,27617,3,3,2081,1,2009,2020-10-26,2021-01-22,354900,341000,88,-13900,35.9034,-78.7447,3
2.73,2230293,Raleigh,27601,2,2,1357,1,2018,2019-01-04,2021-01-26,619000,630513,753,11513,35.7727,-78.6324,1
2.73,2360718,Carrboro,27510,2,2,960,1,1983,2021-01-08,2021-01-28,210000,220000,20,10000,35.9055,-79.0901,2
2.73,2189128,Raleigh,27601,2,2,1032,1,2018,2018-05-03,2021-01-28,419500,426960,1001,7460,35.7727,-78.6324,1
2.73,2361033,Cary,27513,2,2,1028,1,1984,2021-01-11,2021-01-27,165000,170000,16,5000,35.7956,-78.7941,1
2.73,2359111,Burlington,27215,2,2,1045,1,1994,2020-12-26,2021-01-28,127000,132000,33,5000,36.0318,-79.4889,0
2.73,2358110,Chapel Hill,27514,3,2,1112,1,1981,2020-12-16,2021-01-26,179900,183600,41,3700,35.9203,-79.0372,2
2.73,2359574,Burlington,27215,2,1,750,1,1950,2020-12-31,2021-01-29,68000,69000,29,1000,36.0318,-79.4889,0
2.73,2179375,Cary,27511,2,2,1535,1,2019,2018-03-17,2021-01-29,435000,435000,1049,0,35.7641,-78.7786,1
2.73,2348015,Raleigh,27606,2,2,1028,1,1968,2020-10-12,2021-01-29,146000,146000,109,0,35.7645,-78.7112,1
2.73,2363839,Fayetteville,28314,3,2,1200,1,1991,2021-01-26,2021-01-28,55000,55000,2,0,35.0583,-79.008,4
2.73,2359538,Chapel Hill,27514,2,2,850,1,1984,2020-12-31,2021-01-29,82000,82000,29,0,35.9203,-79.0372,2
2.73,2358810,Chapel Hill,27514,1,1,700,1,1967,2020-12-21,2021-01-29,62000,60000,39,-2000,35.9203,-79.0372,2
2.73,2345173,Raleigh,27603,1,1,823,1,2008,2020-09-27,2021-01-29,259000,257000,124,-2000,35.7076,-78.6563,1
2.73,2360143,Chapel Hill,27514,2,3,850,1,1984,2021-01-05,2021-01-27,89900,87000,22,-2900,35.9203,-79.0372,2
2.73,2355510,Carrboro,27510,1,1,620,1,1982,2020-11-28,2021-01-28,169900,166500,61,-3400,35.9055,-79.0901,2
2.73,2357389,Durham,27703,1,2,992,1,2008,2020-12-10,2021-01-29,185000,181000,50,-4000,35.9781,-78.8439,2
2.73,2359388,Chapel Hill,27514,2,2,944,1,1967,2020-12-27,2021-01-27,159900,155000,31,-4900,35.9203,-79.0372,2
2.73,2355957,Raleigh,27603,3,3,1257,1,2002,2020-12-02,2021-01-25,175000,169000,54,-6000,35.7076,-78.6563,1
2.73,2355352,Chapel Hill,27517,2,2,1105,1,1991,2020-11-25,2021-01-25,200000,193500,61,-6500,35.9182,-79.0035,2
2.73,2355399,Burlington,27215,3,2,1288,1,2006,2020-11-27,2021-01-29,129900,122500,63,-7400,36.0318,-79.4889,0
2.73,2356838,Durham,27713,1,1,697,1,1986,2020-12-07,2021-01-27,118000,110000,51,-8000,35.9112,-78.9178,2
2.73,2345311,Raleigh,27606,2,1,909,1,1972,2020-09-28,2021-01-29,110000,99000,123,-11000,35.7645,-78.7112,1
2.73,2357163,Garner,27529,2,3,1440,1,1999,2020-12-09,2021-02-02,150000,165000,55,15000,35.6813,-78.5975,1
2.73,2356669,Burlington,27215,2,3,1104,1,1988,2020-12-06,2021-02-02,115000,125000,58,10000,36.0318,-79.4889,0
2.73,2360931,Raleigh,27615,3,3,1350,1,1979,2021-01-10,2021-02-05,175000,185000,26,10000,35.8887,-78.6393,3
2.73,2360630,Raleigh,27609,2,2,939,1,1972,2021-01-08,2021-02-04,122000,130500,27,8500,35.848,-78.6317,3
2.73,2358873,Raleigh,27616,1,2,1006,1,1986,2020-12-22,2021-02-03,105000,110000,43,5000,35.8673,-78.5381,3
2.73,2359073,Raleigh,27615,2,3,1262,1,1985,2020-12-24,2021-02-04,189900,190000,42,100,35.8887,-78.6393,3
2.73,2335764,Durham,27713,2,2,1036,1,1986,2020-08-07,2021-02-04,143000,143000,181,0,35.9112,-78.9178,2
2.73,2358197,Chapel Hill,27517,2,2,940,1,1984,2020-12-16,2021-02-03,156000,156000,49,0,35.9182,-79.0035,2
2.73,2356271,Raleigh,27616,3,3,1700,1,2005,2020-12-03,2021-02-02,165000,164000,61,-1000,35.8673,-78.5381,3
2.73,2354161,Raleigh,27605,2,2,1021,1,1986,2020-11-18,2021-02-02,292000,290000,76,-2000,35.7908,-78.653,1
2.73,2356037,Durham,27713,2,2,830,1,1986,2020-12-03,2021-02-05,144900,142500,64,-2400,35.9112,-78.9178,2
2.73,2356030,Raleigh,27606,2,1,925,1,1972,2020-12-03,2021-02-04,115900,113250,63,-2650,35.7645,-78.7112,1
2.73,2351415,Graham,27253,2,3,1332,1,1974,2020-10-30,2021-02-04,136000,131980,97,-4020,36.031,-79.3814,0
2.73,2357685,Raleigh,27615,2,2,1076,1,2000,2020-12-13,2021-02-01,187900,183000,50,-4900,35.8887,-78.6393,3
2.73,2357146,Chapel Hill,27514,2,3,1344,1,1974,2020-12-09,2021-02-02,149900,142000,55,-7900,35.9203,-79.0372,2
2.73,2359369,Durham,27703,2,3,1338,1,2008,2020-12-29,2021-02-04,250000,240000,37,-10000,35.9781,-78.8439,2
2.73,2360490,Raleigh,27612,3,2,1451,1,1972,2021-01-07,2021-02-09,200000,210000,33,10000,35.852,-78.6841,3
2.73,2362860,Raleigh,27606,2,2,1140,1,1972,2021-01-21,2021-02-12,135000,145000,22,10000,35.7645,-78.7112,1
2.73,2359423,Morrisville,27560,3,2,1346,1,2000,2020-12-30,2021-02-09,207000,214000,41,7000,35.8344,-78.8466,2
2.73,2361676,Raleigh,27606,4,4,1219,1,1999,2021-01-14,2021-02-09,195000,201000,26,6000,35.7645,-78.7112,1
2.73,2350581,Raleigh,27609,3,3,1396,1,1972,2020-10-25,2021-02-10,159000,165000,108,6000,35.848,-78.6317,3
2.73,2359412,Raleigh,27613,2,2,1493,1,1987,2020-12-30,2021-02-09,210000,215000,41,5000,35.8949,-78.7051,3
2.73,2363034,Chapel Hill,27517,2,2,975,1,1984,2021-01-22,2021-02-10,158000,162200,19,4200,35.9182,-79.0035,2
2.73,2361020,Raleigh,27606,4,4,1261,1,1999,2021-01-08,2021-02-12,209900,213000,35,3100,35.7645,-78.7112,1
2.73,2359233,Chapel Hill,27514,2,2,1338,1,1984,2020-12-28,2021-02-08,224900,228000,42,3100,35.9203,-79.0372,2
2.73,2361687,Raleigh,27604,3,4,1788,1,2016,2021-01-14,2021-02-12,332500,332500,29,0,35.8334,-78.5799,3
2.73,2362169,Carrboro,27510,2,2,967,1,1983,2021-01-17,2021-02-11,215000,215000,25,0,35.9055,-79.0901,2
2.73,2358193,Raleigh,27615,3,3,1362,1,1982,2020-12-16,2021-02-09,212000,212000,55,0,35.8887,-78.6393,3
2.73,2359895,Raleigh,27603,1,1,954,1,2006,2021-01-04,2021-02-12,300000,300000,39,0,35.7076,-78.6563,1
2.73,2359311,Chapel Hill,27514,2,2,908,1,1985,2020-12-29,2021-02-08,160000,160000,41,0,35.9203,-79.0372,2
2.73,2358583,Burlington,27215,2,2,1126,1,2004,2020-12-19,2021-02-11,117000,115000,54,-2000,36.0318,-79.4889,0
2.73,2356517,Carrboro,27510,1,1,540,1,1982,2020-12-04,2021-02-08,144750,140000,66,-4750,35.9055,-79.0901,2
2.73,2359533,Raleigh,27612,2,2,943,1,1986,2020-12-31,2021-02-10,164900,160000,41,-4900,35.852,-78.6841,3
2.73,2349814,Chapel Hill,27517,1,1,787,1,1991,2020-10-22,2021-02-12,175000,170000,113,-5000,35.9182,-79.0035,2
2.73,2348663,Raleigh,27612,2,2,1643,1,2001,2020-10-15,2021-02-11,337500,322000,119,-15500,35.852,-78.6841,3
2.73,2362122,Chapel Hill,27516,2,2,1464,1,2009,2021-01-17,2021-02-10,585000,565000,24,-20000,35.9162,-79.0999,2
2.73,2344345,Cary,27519,3,3,1933,1,2015,2020-09-23,2021-02-12,374500,350000,142,-24500,35.8072,-78.887,2
2.73,2360803,Raleigh,27601,1,1,1040,1,2005,2021-01-08,2021-02-10,360000,330000,33,-30000,35.7727,-78.6324,1
2.81,2361393,Raleigh,27608,3,4,3024,1,2002,2021-01-13,2021-02-16,1100000,1150000,34,50000,35.8077,-78.6463,3
2.81,2361159,Raleigh,27604,1,1,828,1,2006,2021-01-12,2021-02-16,154999,170500,35,15501,35.8334,-78.5799,3
2.81,2351871,Cary,27511,2,2,1400,1,2003,2020-11-03,2021-02-18,355000,370000,107,15000,35.7641,-78.7786,1
2.81,2228971,Raleigh,27601,3,3,1932,1,2019,2018-12-21,2021-02-16,1100000,1110535,788,10535,35.7727,-78.6324,1
2.81,2181921,Raleigh,27601,2,2,1394,1,2018,2018-03-30,2021-02-19,675000,683170,1057,8170,35.7727,-78.6324,1
2.81,2362728,Raleigh,27615,2,2,1024,1,1974,2021-01-21,2021-02-19,157500,165500,29,8000,35.8887,-78.6393,3
2.81,2359857,Cary,27513,2,2,1073,1,1987,2021-01-03,2021-02-19,174900,180000,47,5100,35.7956,-78.7941,1
2.81,2355285,Raleigh,27603,2,2,1025,1,1999,2020-11-25,2021-02-18,164900,170000,85,5100,35.7076,-78.6563,1
2.81,2231108,Raleigh,27601,2,2,1304,1,2019,2019-01-10,2021-02-17,605000,607188,769,2188,35.7727,-78.6324,1
2.81,2362003,Holly Springs,27540,1,2,792,1,2003,2021-01-16,2021-02-17,165000,166250,32,1250,35.6263,-78.8458,1
2.81,2363341,Mebane,27302,2,2,992,1,1983,2021-01-25,2021-02-16,88000,89000,22,1000,36.0979,-79.2719,0
2.81,2297006,Cary,27511,2,2,1481,1,2020,2020-01-17,2021-02-16,445000,445000,396,0,35.7641,-78.7786,1
2.81,2353743,Raleigh,27608,2,4,1818,1,2020,2020-11-14,2021-02-17,607665,607665,95,0,35.8077,-78.6463,3
2.81,2358405,Raleigh,27614,2,2,1445,1,2002,2020-12-18,2021-02-16,200000,200000,60,0,35.9457,-78.6433,3
2.81,2360644,Raleigh,27609,2,2,1146,1,1966,2021-01-08,2021-02-18,235000,235000,41,0,35.848,-78.6317,3
2.81,2359146,Raleigh,27617,3,3,1977,1,2007,2020-12-27,2021-02-19,292500,292500,54,0,35.9034,-78.7447,3
2.81,2357897,Cary,27518,2,2,1171,1,1995,2020-12-14,2021-02-18,240000,237620,66,-2380,35.7299,-78.7735,1
2.81,2349829,Raleigh,27616,3,3,1690,1,2005,2020-10-22,2021-02-18,189900,184000,119,-5900,35.8673,-78.5381,3
2.81,2356038,Raleigh,27605,2,2,995,1,1988,2020-12-03,2021-02-18,338800,332000,77,-6800,35.7908,-78.653,1
2.81,2349541,Raleigh,27605,2,2,926,1,1986,2020-10-20,2021-02-19,312000,305000,122,-7000,35.7908,-78.653,1
2.81,2348485,Raleigh,27605,2,2,970,1,1986,2020-10-15,2021-02-17,304900,295000,125,-9900,35.7908,-78.653,1
2.81,2358264,Clayton,27520,3,2,1398,1,2003,2020-12-17,2021-02-19,175000,164000,64,-11000,35.6348,-78.451,1
2.81,2356770,Raleigh,27601,1,2,740,1,1997,2020-12-07,2021-02-18,315000,300000,73,-15000,35.7727,-78.6324,1
2.81,2359504,Morrisville,27560,2,2,1148,1,2001,2020-12-30,2021-02-19,210000,192000,51,-18000,35.8344,-78.8466,2
2.81,2172859,Raleigh,27601,3,3,1762,1,2018,2018-02-13,2021-02-18,909000,839613,1101,-69387,35.7727,-78.6324,1
2.97,2365796,Raleigh,27606,2,2,947,1,1968,2021-02-09,2021-02-23,142500,161000,14,18500,35.7645,-78.7112,1
2.97,2361711,Chapel Hill,27517,3,3,1375,1,1989,2021-01-14,2021-02-24,229900,242800,41,12900,35.9182,-79.0035,2
2.97,2363181,Raleigh,27606,2,2,1066,1,1983,2021-01-24,2021-02-25,179900,191500,32,11600,35.7645,-78.7112,1
2.97,2365090,Chapel Hill,27517,1,1,784,1,1991,2021-02-04,2021-02-25,169500,180000,21,10500,35.9182,-79.0035,2
2.97,2174975,Raleigh,27601,2,2,1394,1,2018,2018-02-24,2021-02-22,665000,675377,1094,10377,35.7727,-78.6324,1
2.97,2365149,Greensboro,27409,3,2,1248,1,2003,2021-02-04,2021-02-24,107000,117100,20,10100,36.0777,-79.9086,0
2.97,2361325,Raleigh,27603,3,2,1167,1,1999,2021-01-12,2021-02-26,165000,173000,45,8000,35.7076,-78.6563,1
2.97,2362549,Raleigh,27604,1,2,973,1,2006,2021-01-19,2021-02-24,199900,207000,36,7100,35.8334,-78.5799,3
2.97,2359092,Graham,27253,3,3,1545,1,1993,2020-12-23,2021-02-26,175000,182000,65,7000,36.031,-79.3814,0
2.97,2363807,Raleigh,27615,2,2,1138,1,1969,2021-01-28,2021-02-26,164900,170000,29,5100,35.8887,-78.6393,3
2.97,2362082,Carrboro,27510,2,2,909,1,1979,2021-01-17,2021-02-23,249000,253000,37,4000,35.9055,-79.0901,2
2.97,2360815,Raleigh,27604,3,4,1808,1,2016,2021-01-09,2021-02-24,330000,333000,46,3000,35.8334,-78.5799,3
2.97,2363709,Apex,27502,2,2,1632,1,2015,2021-01-28,2021-02-25,369900,372000,28,2100,35.7225,-78.8408,1
2.97,2338419,Raleigh,27617,2,2,1535,1,2007,2020-08-21,2021-02-25,238000,240000,188,2000,35.9034,-78.7447,3
2.97,2361527,Raleigh,27617,3,3,2012,1,2013,2021-01-14,2021-02-25,379900,380900,42,1000,35.9034,-78.7447,3
2.97,2364336,Raleigh,27606,4,4,1219,1,1998,2021-01-31,2021-02-24,199900,200000,24,100,35.7645,-78.7112,1
2.97,2359885,Raleigh,27613,3,3,1576,1,1995,2021-01-04,2021-02-26,239900,240000,53,100,35.8949,-78.7051,3
2.97,2364182,Cary,27511,2,1,700,1,1981,2021-01-30,2021-02-26,137000,137000,27,0,35.7641,-78.7786,1
2.97,2362097,Chapel Hill,27514,2,3,1168,1,1984,2021-01-17,2021-02-26,155000,155000,40,0,35.9203,-79.0372,2
2.97,2361776,Raleigh,27615,3,3,1672,1,1979,2021-01-15,2021-02-26,140000,140000,42,0,35.8887,-78.6393,3
2.97,2363070,Raleigh,27606,3,2,1225,1,1972,2021-01-22,2021-02-26,130000,130000,35,0,35.7645,-78.7112,1
2.97,2362406,Wake Forest,27587,3,2,1205,1,1854,2021-01-18,2021-02-25,285000,285000,38,0,35.9815,-78.5392,3
2.97,2364871,Durham,27705,3,3,1470,1,2002,2021-02-03,2021-02-26,247000,247000,23,0,36.0218,-78.9478,2
2.97,2360443,Raleigh,27615,2,3,1167,1,1985,2021-01-07,2021-02-23,185000,185000,47,0,35.8887,-78.6393,3
2.97,2307682,Durham,27701,3,2,1146,1,1991,2020-03-13,2021-02-25,160000,160000,349,0,35.9967,-78.8966,2
2.97,2350730,Raleigh,27605,2,2,1433,1,1985,2020-10-27,2021-02-26,395000,394000,122,-1000,35.7908,-78.653,1
2.97,2363765,Raleigh,27606,1,1,350,1,1986,2021-01-28,2021-02-23,69000,67000,26,-2000,35.7645,-78.7112,1
2.97,2363515,Durham,27703,2,1,960,1,1987,2021-01-26,2021-02-25,69000,66000,30,-3000,35.9781,-78.8439,2
2.97,2351387,Chapel Hill,27517,2,3,1020,1,1991,2020-10-29,2021-02-26,212000,209000,120,-3000,35.9182,-79.0035,2
2.97,2351861,Carrboro,27510,2,1,907,1,1968,2020-11-03,2021-02-26,210000,205000,115,-5000,35.9055,-79.0901,2
2.97,2172531,Raleigh,27601,2,2,1304,1,2018,2018-02-11,2021-02-25,535000,530000,1110,-5000,35.7727,-78.6324,1
2.97,2360648,Durham,27703,2,2,1261,1,2012,2021-01-08,2021-02-26,230000,225000,49,-5000,35.9781,-78.8439,2
2.97,2361925,Raleigh,27617,2,2,1266,1,2005,2021-01-15,2021-02-22,215000,209100,38,-5900,35.9034,-78.7447,3
2.97,2362482,Raleigh,27613,2,2,1418,1,2004,2021-01-20,2021-02-23,240000,232000,34,-8000,35.8949,-78.7051,3
2.97,2350312,Raleigh,27605,1,1,722,1,1986,2020-10-24,2021-02-25,235000,225000,124,-10000,35.7908,-78.653,1
2.97,2361256,Raleigh,27603,3,3,1740,1,2004,2021-01-12,2021-02-26,221000,211000,45,-10000,35.7076,-78.6563,1
2.97,2360581,Raleigh,27612,2,2,1392,1,2007,2021-01-07,2021-02-26,375000,362000,50,-13000,35.852,-78.6841,3
2.97,2360612,Cary,27513,2,2,1049,1,1985,2021-01-07,2021-02-22,189000,175000,46,-14000,35.7956,-78.7941,1
3.02,2366497,Cary,27511,2,1,704,1,1980,2021-02-12,2021-03-05,145000,153000,21,8000,35.7641,-78.7786,1
3.02,2363229,Raleigh,27601,2,3,1542,1,2018,2021-01-25,2021-03-01,574500,580000,35,5500,35.7727,-78.6324,1
3.02,2361486,Wake Forest,27587,3,3,1742,1,1997,2021-01-13,2021-03-05,285000,290133,51,5133,35.9815,-78.5392,3
3.02,2359784,Chapel Hill,27514,2,3,1168,1,1985,2021-01-02,2021-03-04,159900,165000,61,5100,35.9203,-79.0372,2
3.02,2343466,Raleigh,27617,2,2,1363,1,2021,2020-09-17,2021-03-02,349900,355000,166,5100,35.9034,-78.7447,3
3.02,2363591,Raleigh,27609,2,2,1041,1,1999,2021-01-27,2021-03-01,200000,205000,33,5000,35.848,-78.6317,3
3.02,2364566,Raleigh,27605,2,2,971,1,1986,2021-02-02,2021-03-05,309900,313000,31,3100,35.7908,-78.653,1
3.02,2357417,Raleigh,27609,3,2,1255,1,1966,2020-12-11,2021-03-03,265000,267000,82,2000,35.848,-78.6317,3
3.02,2361521,Durham,27701,2,2,1192,1,1933,2021-01-14,2021-03-03,495000,495000,48,0,35.9967,-78.8966,2
3.02,2298580,Cary,27511,1,2,960,1,2020,2020-01-27,2021-03-02,335000,335000,400,0,35.7641,-78.7786,1
3.02,2362031,Cary,27511,2,2,1440,1,2003,2021-01-16,2021-03-05,360000,360000,48,0,35.7641,-78.7786,1
3.02,2360604,Raleigh,27603,4,4,1391,1,2002,2021-01-07,2021-03-05,199900,198000,57,-1900,35.7076,-78.6563,1
3.02,2362672,Raleigh,27604,2,2,1065,1,2006,2021-01-21,2021-03-02,190000,187500,40,-2500,35.8334,-78.5799,3
3.02,2365032,Cary,27513,2,2,1260,1,1986,2021-02-04,2021-03-05,200500,197500,29,-3000,35.7956,-78.7941,1
3.02,2358510,Morrisville,27560,2,2,1042,1,2000,2020-12-18,2021-03-05,210000,207000,77,-3000,35.8344,-78.8466,2
3.02,2357069,Durham,27703,1,2,1067,1,2008,2020-12-09,2021-03-05,187500,184000,86,-3500,35.9781,-78.8439,2
3.02,2358858,Chapel Hill,27517,2,3,1377,1,1993,2020-12-21,2021-03-04,190000,185000,73,-5000,35.9182,-79.0035,2
3.02,2351680,Cary,27511,2,2,1192,1,1981,2020-11-02,2021-03-03,195000,190000,121,-5000,35.7641,-78.7786,1
3.02,2282562,Durham,27705,1,1,425,2,1985,2019-10-07,2021-03-02,60000,55000,512,-5000,36.0218,-78.9478,2
